"var","plot_id","spike","flower","total","rep","batch","flower_abort","kernel.type","floret.pos","type","timeid","nitrogen","appl","date"
"Capone",36,2,3,0,6,1,0,"large",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,3,4,0,6,1,0,"small",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,3,4,0,6,1,0,"medium",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,3,4,0,6,1,0,"large",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,4,4,0,6,1,0,"small",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,4,4,0,6,1,0,"medium",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,4,4,0,6,1,0,"large",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,5,4,0,6,1,0,"small",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,5,4,0,6,1,0,"medium",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,5,4,0,6,1,0,"large",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,6,5,0,6,1,0,"small",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,6,5,0,6,1,0,"medium",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,6,5,0,6,1,0,"large",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,7,8,0,6,1,0,"small",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,7,8,0,6,1,0,"medium",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,7,8,0,6,1,0,"large",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,8,7,0,6,1,0,"small",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,8,7,0,6,1,0,"medium",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,8,7,0,6,1,0,"large",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,9,7,0,6,1,0,"small",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,9,7,0,6,1,0,"medium",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,9,7,0,6,1,0,"large",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,10,5,0,6,1,0,"small",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,10,5,0,6,1,0,"medium",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,10,5,0,6,1,0,"large",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,11,5,0,6,1,0,"small",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,11,5,0,6,1,0,"medium",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,11,5,0,6,1,0,"large",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,12,5,0,6,1,0,"small",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,12,5,0,6,1,0,"medium",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,12,5,0,6,1,0,"large",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,13,5,0,6,1,0,"small",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,13,5,0,6,1,0,"medium",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,13,5,0,6,1,0,"large",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,14,4,0,6,1,0,"small",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,14,4,0,6,1,0,"medium",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,14,4,0,6,1,0,"large",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,15,4,0,6,1,0,"small",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,15,4,0,6,1,0,"medium",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,15,4,0,6,1,0,"large",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,16,4,0,6,1,0,"small",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,16,4,0,6,1,0,"medium",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,16,4,0,6,1,0,"large",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,17,3,0,6,1,0,"small",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,17,3,0,6,1,0,"medium",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,17,3,0,6,1,0,"large",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,18,4,0,6,1,0,"small",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,18,4,0,6,1,0,"medium",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,18,4,0,6,1,0,"large",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,1,2,0,7,1,0,"small",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,1,2,0,7,1,0,"medium",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,1,2,0,7,1,0,"large",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,2,3,0,7,1,0,"small",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,2,3,0,7,1,0,"medium",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,2,3,0,7,1,0,"large",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,3,4,0,7,1,0,"small",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,3,4,0,7,1,0,"medium",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,3,4,0,7,1,0,"large",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,4,4,0,7,1,0,"small",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,4,4,0,7,1,0,"medium",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,4,4,0,7,1,0,"large",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,5,5,0,7,1,0,"small",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,5,5,0,7,1,0,"medium",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,5,5,0,7,1,0,"large",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,6,5,0,7,1,0,"small",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,6,5,0,7,1,0,"medium",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,6,5,0,7,1,0,"large",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,7,5,0,7,1,0,"small",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,7,5,0,7,1,0,"medium",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,7,5,0,7,1,0,"large",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,8,5,0,7,1,0,"small",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,8,5,0,7,1,0,"medium",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,8,5,0,7,1,0,"large",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,9,5,0,7,1,0,"small",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,9,5,0,7,1,0,"medium",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,9,5,0,7,1,0,"large",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,10,5,0,7,1,0,"small",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,10,5,0,7,1,0,"medium",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,10,5,0,7,1,0,"large",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,11,5,0,7,1,0,"small",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,11,5,0,7,1,0,"medium",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,11,5,0,7,1,0,"large",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,12,5,0,7,1,0,"small",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,12,5,0,7,1,0,"medium",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,12,5,0,7,1,0,"large",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,13,5,0,7,1,0,"small",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,13,5,0,7,1,0,"medium",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,13,5,0,7,1,0,"large",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,14,5,0,7,1,0,"small",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,14,5,0,7,1,0,"medium",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,14,5,0,7,1,0,"large",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,15,5,0,7,1,0,"small",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,15,5,0,7,1,0,"medium",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,15,5,0,7,1,0,"large",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,16,5,0,7,1,0,"small",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,16,5,0,7,1,0,"medium",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,16,5,0,7,1,0,"large",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,17,4,0,7,1,0,"small",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,17,4,0,7,1,0,"medium",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,17,4,0,7,1,0,"large",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,18,4,0,7,1,0,"small",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,18,4,0,7,1,0,"medium",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,18,4,0,7,1,0,"large",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,19,4,0,7,1,0,"small",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,19,4,0,7,1,0,"medium",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,19,4,0,7,1,0,"large",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,1,1,0,8,1,1,"small",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,1,1,0,8,1,1,"medium",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,1,1,0,8,1,1,"large",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,2,4,0,8,1,0,"small",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,2,4,0,8,1,0,"medium",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,2,4,0,8,1,0,"large",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,3,5,0,8,1,0,"small",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,3,5,0,8,1,0,"medium",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,3,5,0,8,1,0,"large",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,4,5,0,8,1,0,"small",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,4,5,0,8,1,0,"medium",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,4,5,0,8,1,0,"large",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,5,5,0,8,1,0,"small",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,5,5,0,8,1,0,"medium",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,5,5,0,8,1,0,"large",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,6,5,0,8,1,0,"small",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,6,5,0,8,1,0,"medium",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,6,5,0,8,1,0,"large",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,7,5,0,8,1,0,"small",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,7,5,0,8,1,0,"medium",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,7,5,0,8,1,0,"large",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,8,5,0,8,1,0,"small",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,8,5,0,8,1,0,"medium",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,8,5,0,8,1,0,"large",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,9,5,0,8,1,0,"small",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,9,5,0,8,1,0,"medium",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,9,5,0,8,1,0,"large",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,10,6,0,8,1,0,"small",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,10,6,0,8,1,0,"medium",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,10,6,0,8,1,0,"large",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,11,5,0,8,1,0,"small",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,11,5,0,8,1,0,"medium",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,11,5,0,8,1,0,"large",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,12,6,0,8,1,0,"small",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,12,6,0,8,1,0,"medium",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,12,6,0,8,1,0,"large",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,13,5,0,8,1,0,"small",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,13,5,0,8,1,0,"medium",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,13,5,0,8,1,0,"large",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,14,5,0,8,1,0,"small",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,14,5,0,8,1,0,"medium",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,14,5,0,8,1,0,"large",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,15,4,0,8,1,0,"small",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,15,4,0,8,1,0,"medium",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,15,4,0,8,1,0,"large",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,16,4,0,8,1,0,"small",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,16,4,0,8,1,0,"medium",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,16,4,0,8,1,0,"large",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,17,4,0,8,1,0,"small",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,17,4,0,8,1,0,"medium",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,17,4,0,8,1,0,"large",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,18,4,0,8,1,0,"small",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,18,4,0,8,1,0,"medium",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,18,4,0,8,1,0,"large",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,19,4,0,8,1,0,"small",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,19,4,0,8,1,0,"medium",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,19,4,0,8,1,0,"large",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,20,4,0,8,1,0,"small",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,20,4,0,8,1,0,"medium",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,20,4,0,8,1,0,"large",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,1,0,0,9,1,2,"small",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,1,0,0,9,1,2,"medium",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,1,0,0,9,1,2,"large",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,2,3,0,9,1,0,"small",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,2,3,0,9,1,0,"medium",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,2,3,0,9,1,0,"large",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,3,3,0,9,1,0,"small",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,3,3,0,9,1,0,"medium",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,3,3,0,9,1,0,"large",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,4,3,0,9,1,0,"small",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,4,3,0,9,1,0,"medium",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,4,3,0,9,1,0,"large",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,5,4,0,9,1,0,"small",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,5,4,0,9,1,0,"medium",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,5,4,0,9,1,0,"large",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,6,4,0,9,1,0,"small",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,6,4,0,9,1,0,"medium",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,6,4,0,9,1,0,"large",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,7,4,0,9,1,0,"small",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,7,4,0,9,1,0,"medium",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,7,4,0,9,1,0,"large",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,8,5,0,9,1,0,"small",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,8,5,0,9,1,0,"medium",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,8,5,0,9,1,0,"large",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,9,4,0,9,1,0,"small",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,9,4,0,9,1,0,"medium",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,9,4,0,9,1,0,"large",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,10,4,0,9,1,0,"small",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,10,4,0,9,1,0,"medium",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,10,4,0,9,1,0,"large",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,11,4,0,9,1,0,"small",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,11,4,0,9,1,0,"medium",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,11,4,0,9,1,0,"large",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,12,4,0,9,1,0,"small",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,12,4,0,9,1,0,"medium",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,12,4,0,9,1,0,"large",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,13,4,0,9,1,0,"small",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,13,4,0,9,1,0,"medium",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,13,4,0,9,1,0,"large",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,14,4,0,9,1,0,"small",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,14,4,0,9,1,0,"medium",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,14,4,0,9,1,0,"large",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,15,4,0,9,1,0,"small",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,15,4,0,9,1,0,"medium",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,15,4,0,9,1,0,"large",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,16,4,0,9,1,0,"small",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,16,4,0,9,1,0,"medium",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,16,4,0,9,1,0,"large",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,17,4,0,9,1,0,"small",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,17,4,0,9,1,0,"medium",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,17,4,0,9,1,0,"large",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,18,3,0,9,1,0,"small",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,18,3,0,9,1,0,"medium",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,18,3,0,9,1,0,"large",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,19,3,0,9,1,0,"small",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,19,3,0,9,1,0,"medium",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,19,3,0,9,1,0,"large",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,1,0,0,10,1,2,"small",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,1,0,0,10,1,2,"medium",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,1,0,0,10,1,2,"large",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,2,3,0,10,1,0,"small",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,2,3,0,10,1,0,"medium",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,2,3,0,10,1,0,"large",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,3,4,0,10,1,0,"small",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,3,4,0,10,1,0,"medium",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,3,4,0,10,1,0,"large",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,4,4,0,10,1,0,"small",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,4,4,0,10,1,0,"medium",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,4,4,0,10,1,0,"large",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,5,4,0,10,1,0,"small",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,5,4,0,10,1,0,"medium",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,5,4,0,10,1,0,"large",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,6,4,0,10,1,0,"small",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,6,4,0,10,1,0,"medium",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,6,4,0,10,1,0,"large",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,7,5,0,10,1,0,"small",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,7,5,0,10,1,0,"medium",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,7,5,0,10,1,0,"large",0,"basal","Late",176,"Combined","22.10.2020"
"Capone",36,8,5,0,10,1,0,"small",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,8,5,0,10,1,0,"medium",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,8,5,0,10,1,0,"large",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,9,5,0,10,1,0,"small",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,9,5,0,10,1,0,"medium",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,9,5,0,10,1,0,"large",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,10,4,0,10,1,0,"small",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,10,4,0,10,1,0,"medium",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,10,4,0,10,1,0,"large",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,11,5,0,10,1,0,"small",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,11,5,0,10,1,0,"medium",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,11,5,0,10,1,0,"large",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,12,5,0,10,1,0,"small",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,12,5,0,10,1,0,"medium",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,12,5,0,10,1,0,"large",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,13,5,0,10,1,0,"small",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,13,5,0,10,1,0,"medium",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,13,5,0,10,1,0,"large",0,"central","Late",176,"Combined","22.10.2020"
"Capone",36,14,5,0,10,1,0,"small",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,14,5,0,10,1,0,"medium",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,14,5,0,10,1,0,"large",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,15,4,0,10,1,0,"small",0,"apical","Late",176,"Combined","22.10.2020"
"Capone",36,15,4,0,10,1,0,"medium",0,"apical","Late",176,"Combined","22.10.2020"
